Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
45,48,Common Grasshopper-Warbler,0.109,   1 PAM10_20230329_224000.wav
51,54,Engine,0.1358,   1 PAM10_20230329_224000.wav
54,57,Common Grasshopper-Warbler,0.1667,   1 PAM10_20230329_224000.wav
54,57,White-crowned Sparrow,0.1382,   1 PAM10_20230329_224000.wav
21,24,White-crowned Sparrow,0.2086,   1 PAM10_20230329_225000.wav
24,27,White-crowned Sparrow,0.2309,   1 PAM10_20230329_225000.wav
27,30,White-crowned Sparrow,0.1215,   1 PAM10_20230329_225000.wav
42,45,Eurasian Moorhen,0.1183,   1 PAM10_20230329_225000.wav
45,48,White-crowned Sparrow,0.1116,   1 PAM10_20230329_225000.wav
48,51,Engine,0.1206,   1 PAM10_20230329_225000.wav
54,57,White-crowned Sparrow,0.2846,   1 PAM10_20230329_225000.wav
6,9,Eurasian Moorhen,0.1048,   1 PAM10_20230329_225000.wav
9,12,White-crowned Sparrow,0.2631,   1 PAM10_20230329_225000.wav
12,15,White-crowned Sparrow,0.186,   1 PAM10_20230329_230000.wav
15,18,White-crowned Sparrow,0.1721,   1 PAM10_20230329_230000.wav
18,21,Engine,0.2957,   1 PAM10_20230329_230000.wav
27,30,White-crowned Sparrow,0.2487,   1 PAM10_20230329_230000.wav
33,36,European Robin,0.3733,   1 PAM10_20230329_230000.wav
39,42,Engine,0.401,   1 PAM10_20230329_230000.wav
48,51,White-crowned Sparrow,0.4693,   1 PAM10_20230329_230000.wav
51,54,Common Grasshopper-Warbler,0.1939,   1 PAM10_20230329_230000.wav
51,54,Engine,0.1985,   1 PAM10_20230329_230000.wav
54,57,Engine,0.1194,   1 PAM10_20230329_230000.wav
9,12,Engine,0.1013,   1 PAM10_20230329_230000.wav
0,3,White-crowned Sparrow,0.1704,   1 PAM10_20230329_231000.wav
12,15,White-crowned Sparrow,0.2619,   1 PAM10_20230329_231000.wav
27,30,White-crowned Sparrow,0.1634,   1 PAM10_20230329_231000.wav
3,6,White-crowned Sparrow,0.2235,   1 PAM10_20230329_231000.wav
39,42,White-crowned Sparrow,0.1866,   1 PAM10_20230329_231000.wav
42,45,White-crowned Sparrow,0.1053,   1 PAM10_20230329_231000.wav
45,48,White-crowned Sparrow,0.1054,   1 PAM10_20230329_231000.wav
57,60,White-crowned Sparrow,0.7244,   1 PAM10_20230329_231000.wav
6,9,White-crowned Sparrow,0.4672,   1 PAM10_20230329_231000.wav
12,15,Common Grasshopper-Warbler,0.1579,   1 PAM10_20230329_232000.wav
21,24,White-crowned Sparrow,0.1571,   1 PAM10_20230329_232000.wav
3,6,White-crowned Sparrow,0.3914,   1 PAM10_20230329_232000.wav
30,33,Common Grasshopper-Warbler,0.1017,   1 PAM10_20230329_232000.wav
36,39,Barred Owl,0.1005,   1 PAM10_20230329_232000.wav
48,51,White-crowned Sparrow,0.114,   1 PAM10_20230329_232000.wav
51,54,White-crowned Sparrow,0.1133,   1 PAM10_20230329_232000.wav
57,60,Engine,0.1178,   1 PAM10_20230329_232000.wav
9,12,Engine,0.1089,   1 PAM10_20230329_232000.wav
12,15,Engine,0.2003,   1 PAM10_20230329_233000.wav
15,18,White-crowned Sparrow,0.1868,   1 PAM10_20230329_233000.wav
18,21,Common Grasshopper-Warbler,0.1319,   1 PAM10_20230329_233000.wav
21,24,Engine,0.1046,   1 PAM10_20230329_233000.wav
24,27,White-crowned Sparrow,0.4151,   1 PAM10_20230329_233000.wav
27,30,Engine,0.2304,   1 PAM10_20230329_233000.wav
42,45,Engine,0.1035,   1 PAM10_20230329_233000.wav
54,57,Engine,0.3908,   1 PAM10_20230329_233000.wav
6,9,Engine,0.2887,   1 PAM10_20230329_233000.wav
9,12,Engine,0.3452,   1 PAM10_20230329_233000.wav
0,3,White-crowned Sparrow,0.2144,   1 PAM10_20230329_234000.wav
12,15,White-crowned Sparrow,0.1559,   1 PAM10_20230329_234000.wav
21,24,Common Grasshopper-Warbler,0.174,   1 PAM10_20230329_234000.wav
24,27,Common Grasshopper-Warbler,0.1312,   1 PAM10_20230329_234000.wav
27,30,White-crowned Sparrow,0.1142,   1 PAM10_20230329_234000.wav
45,48,White-crowned Sparrow,0.2456,   1 PAM10_20230329_234000.wav
24,27,White-crowned Sparrow,0.296,   1 PAM10_20230329_235000.wav
27,30,Common Grasshopper-Warbler,0.5475,   1 PAM10_20230329_235000.wav
27,30,White-crowned Sparrow,0.4673,   1 PAM10_20230329_235000.wav
30,33,White-crowned Sparrow,0.1225,   1 PAM10_20230329_235000.wav
39,42,White-crowned Sparrow,0.1019,   1 PAM10_20230329_235000.wav
42,45,White-crowned Sparrow,0.1565,   1 PAM10_20230329_235000.wav
45,48,White-crowned Sparrow,0.1705,   1 PAM10_20230329_235000.wav
48,51,Common Grasshopper-Warbler,0.2507,   1 PAM10_20230329_235000.wav
54,57,White-crowned Sparrow,0.1575,   1 PAM10_20230329_235000.wav
6,9,Common Grasshopper-Warbler,0.2755,   1 PAM10_20230329_235000.wav
0,3,Engine,0.1609,   1 PAM10_20230330_000000.wav
12,15,Engine,0.1464,   1 PAM10_20230330_000000.wav
15,18,Engine,0.1481,   1 PAM10_20230330_000000.wav
27,30,Engine,0.1483,   1 PAM10_20230330_000000.wav
30,33,Common Grasshopper-Warbler,0.3754,   1 PAM10_20230330_000000.wav
33,36,Engine,0.1028,   1 PAM10_20230330_000000.wav
42,45,Engine,0.1793,   1 PAM10_20230330_000000.wav
0,3,White-crowned Sparrow,0.3547,   1 PAM10_20230330_001000.wav
15,18,Engine,0.1598,   1 PAM10_20230330_001000.wav
3,6,White-crowned Sparrow,0.1024,   1 PAM10_20230330_001000.wav
33,36,White-crowned Sparrow,0.1456,   1 PAM10_20230330_001000.wav
36,39,Common Grasshopper-Warbler,0.1408,   1 PAM10_20230330_001000.wav
36,39,White-crowned Sparrow,0.2404,   1 PAM10_20230330_001000.wav
39,42,Dark-eyed Junco,0.1048,   1 PAM10_20230330_001000.wav
39,42,White-crowned Sparrow,0.1206,   1 PAM10_20230330_001000.wav
45,48,White-crowned Sparrow,0.1154,   1 PAM10_20230330_001000.wav
57,60,Common Grasshopper-Warbler,0.1039,   1 PAM10_20230330_001000.wav
57,60,White-crowned Sparrow,0.2647,   1 PAM10_20230330_001000.wav
9,12,Engine,0.1324,   1 PAM10_20230330_001000.wav
0,3,Dark-eyed Junco,0.1624,   1 PAM10_20230330_002000.wav
18,21,White-crowned Sparrow,0.5397,   1 PAM10_20230330_002000.wav
24,27,White-crowned Sparrow,0.9055,   1 PAM10_20230330_002000.wav
33,36,White-crowned Sparrow,0.2829,   1 PAM10_20230330_002000.wav
0,3,Engine,0.5945,   1 PAM10_20230330_003000.wav
15,18,Common Grasshopper-Warbler,0.2533,   1 PAM10_20230330_003000.wav
18,21,Common Grasshopper-Warbler,0.3567,   1 PAM10_20230330_003000.wav
21,24,Common Grasshopper-Warbler,0.2262,   1 PAM10_20230330_003000.wav
3,6,Engine,0.1626,   1 PAM10_20230330_003000.wav
3,6,White-crowned Sparrow,0.1843,   1 PAM10_20230330_003000.wav
30,33,Common Grasshopper-Warbler,0.1302,   1 PAM10_20230330_003000.wav
33,36,Common Grasshopper-Warbler,0.3117,   1 PAM10_20230330_003000.wav
39,42,Common Grasshopper-Warbler,0.1737,   1 PAM10_20230330_003000.wav
45,48,White-crowned Sparrow,0.1019,   1 PAM10_20230330_003000.wav
48,51,Common Grasshopper-Warbler,0.1074,   1 PAM10_20230330_003000.wav
51,54,White-crowned Sparrow,0.305,   1 PAM10_20230330_003000.wav
54,57,Dark-eyed Junco,0.1364,   1 PAM10_20230330_003000.wav
54,57,Eurasian Woodcock,0.1335,   1 PAM10_20230330_003000.wav
57,60,Engine,0.2047,   1 PAM10_20230330_003000.wav
6,9,Common Grasshopper-Warbler,0.1365,   1 PAM10_20230330_003000.wav
6,9,White-crowned Sparrow,0.1554,   1 PAM10_20230330_003000.wav
18,21,Common Grasshopper-Warbler,0.1081,   1 PAM10_20230330_004000.wav
21,24,Engine,0.1127,   1 PAM10_20230330_004000.wav
21,24,White-crowned Sparrow,0.1444,   1 PAM10_20230330_004000.wav
24,27,Common Grasshopper-Warbler,0.1095,   1 PAM10_20230330_004000.wav
27,30,White-crowned Sparrow,0.8413,   1 PAM10_20230330_004000.wav
3,6,Barred Owl,0.1571,   1 PAM10_20230330_004000.wav
30,33,White-crowned Sparrow,0.1957,   1 PAM10_20230330_004000.wav
51,54,White-crowned Sparrow,0.12,   1 PAM10_20230330_004000.wav
9,12,White-crowned Sparrow,0.1107,   1 PAM10_20230330_004000.wav
15,18,White-crowned Sparrow,0.4906,   1 PAM10_20230330_005000.wav
18,21,Common Grasshopper-Warbler,0.3202,   1 PAM10_20230330_005000.wav
27,30,White-crowned Sparrow,0.2028,   1 PAM10_20230330_005000.wav
3,6,White-crowned Sparrow,0.4646,   1 PAM10_20230330_005000.wav
30,33,White-crowned Sparrow,0.1568,   1 PAM10_20230330_005000.wav
33,36,Hermit Thrush,0.1038,   1 PAM10_20230330_005000.wav
36,39,White-crowned Sparrow,0.168,   1 PAM10_20230330_005000.wav
51,54,White-crowned Sparrow,0.4028,   1 PAM10_20230330_005000.wav
54,57,White-crowned Sparrow,0.3435,   1 PAM10_20230330_005000.wav
0,3,White-crowned Sparrow,0.5778,   1 PAM10_20230330_010000.wav
30,33,Common Grasshopper-Warbler,0.1018,   1 PAM10_20230330_010000.wav
36,39,Common Grasshopper-Warbler,0.1239,   1 PAM10_20230330_010000.wav
39,42,White-crowned Sparrow,0.1902,   1 PAM10_20230330_010000.wav
42,45,White-crowned Sparrow,0.274,   1 PAM10_20230330_010000.wav
51,54,Dark-eyed Junco,0.1064,   1 PAM10_20230330_010000.wav
12,15,White-crowned Sparrow,0.8103,   1 PAM10_20230330_011000.wav
18,21,Bohemian Waxwing,0.1035,   1 PAM10_20230330_011000.wav
24,27,Common Grasshopper-Warbler,0.208,   1 PAM10_20230330_011000.wav
27,30,White-crowned Sparrow,0.1252,   1 PAM10_20230330_011000.wav
33,36,White-crowned Sparrow,0.1856,   1 PAM10_20230330_011000.wav
42,45,White-crowned Sparrow,0.1328,   1 PAM10_20230330_011000.wav
6,9,Engine,0.1119,   1 PAM10_20230330_011000.wav
15,18,White-crowned Sparrow,0.6829,   1 PAM10_20230330_012000.wav
18,21,White-crowned Sparrow,0.173,   1 PAM10_20230330_012000.wav
24,27,Engine,0.1445,   1 PAM10_20230330_012000.wav
27,30,White-crowned Sparrow,0.2087,   1 PAM10_20230330_012000.wav
3,6,White-crowned Sparrow,0.1373,   1 PAM10_20230330_012000.wav
33,36,White-crowned Sparrow,0.4479,   1 PAM10_20230330_012000.wav
36,39,Common Grasshopper-Warbler,0.2731,   1 PAM10_20230330_012000.wav
36,39,Corn Bunting,0.1586,   1 PAM10_20230330_012000.wav
36,39,White-crowned Sparrow,0.4645,   1 PAM10_20230330_012000.wav
42,45,Engine,0.1202,   1 PAM10_20230330_012000.wav
45,48,White-crowned Sparrow,0.1185,   1 PAM10_20230330_012000.wav
48,51,White-crowned Sparrow,0.5317,   1 PAM10_20230330_012000.wav
57,60,White-crowned Sparrow,0.2909,   1 PAM10_20230330_012000.wav
6,9,Tawny Owl,0.3343,   1 PAM10_20230330_012000.wav
9,12,White-crowned Sparrow,0.2473,   1 PAM10_20230330_012000.wav
0,3,White-crowned Sparrow,0.2885,   1 PAM10_20230330_013000.wav
18,21,White-crowned Sparrow,0.1129,   1 PAM10_20230330_013000.wav
24,27,White-crowned Sparrow,0.3224,   1 PAM10_20230330_013000.wav
30,33,White-crowned Sparrow,0.1077,   1 PAM10_20230330_013000.wav
33,36,White-crowned Sparrow,0.1576,   1 PAM10_20230330_013000.wav
51,54,White-crowned Sparrow,0.1211,   1 PAM10_20230330_013000.wav
54,57,Common Grasshopper-Warbler,0.3192,   1 PAM10_20230330_013000.wav
54,57,Dark-eyed Junco,0.1075,   1 PAM10_20230330_013000.wav
57,60,White-crowned Sparrow,0.1085,   1 PAM10_20230330_013000.wav
9,12,White-crowned Sparrow,0.1114,   1 PAM10_20230330_013000.wav
12,15,White-crowned Sparrow,0.1606,   1 PAM10_20230330_014000.wav
24,27,White-crowned Sparrow,0.1318,   1 PAM10_20230330_014000.wav
36,39,Common Grasshopper-Warbler,0.212,   1 PAM10_20230330_014000.wav
54,57,Common Grasshopper-Warbler,0.118,   1 PAM10_20230330_014000.wav
57,60,Engine,0.1412,   1 PAM10_20230330_014000.wav
0,3,White-crowned Sparrow,0.1233,   1 PAM10_20230330_015000.wav
18,21,Engine,0.1641,   1 PAM10_20230330_015000.wav
21,24,White-crowned Sparrow,0.1331,   1 PAM10_20230330_015000.wav
24,27,White-crowned Sparrow,0.1178,   1 PAM10_20230330_015000.wav
3,6,White-crowned Sparrow,0.1705,   1 PAM10_20230330_015000.wav
42,45,White-crowned Sparrow,0.1466,   1 PAM10_20230330_015000.wav
48,51,White-crowned Sparrow,0.6292,   1 PAM10_20230330_015000.wav
51,54,White-crowned Sparrow,0.1071,   1 PAM10_20230330_015000.wav
18,21,Engine,0.1203,   1 PAM10_20230330_020000.wav
3,6,Engine,0.121,   1 PAM10_20230330_020000.wav
48,51,White-crowned Sparrow,0.4721,   1 PAM10_20230330_020000.wav
0,3,Lincoln's Sparrow,0.1019,   1 PAM10_20230330_021000.wav
12,15,White-crowned Sparrow,0.3964,   1 PAM10_20230330_021000.wav
15,18,Engine,0.1463,   1 PAM10_20230330_021000.wav
21,24,White-crowned Sparrow,0.5041,   1 PAM10_20230330_021000.wav
27,30,White-crowned Sparrow,0.1586,   1 PAM10_20230330_021000.wav
3,6,White-crowned Sparrow,0.1244,   1 PAM10_20230330_021000.wav
30,33,White-crowned Sparrow,0.1017,   1 PAM10_20230330_021000.wav
57,60,Marsh Wren,0.1506,   1 PAM10_20230330_021000.wav
6,9,White-crowned Sparrow,0.4915,   1 PAM10_20230330_021000.wav
12,15,White-crowned Sparrow,0.1049,   1 PAM10_20230330_022000.wav
18,21,White-crowned Sparrow,0.2109,   1 PAM10_20230330_022000.wav
3,6,White-crowned Sparrow,0.2218,   1 PAM10_20230330_022000.wav
39,42,Hermit Thrush,0.1135,   1 PAM10_20230330_022000.wav
39,42,White-crowned Sparrow,0.1093,   1 PAM10_20230330_022000.wav
48,51,White-crowned Sparrow,0.1216,   1 PAM10_20230330_022000.wav
57,60,Engine,0.1093,   1 PAM10_20230330_022000.wav
0,3,White-crowned Sparrow,0.118,   1 PAM10_20230330_023000.wav
18,21,White-crowned Sparrow,0.4599,   1 PAM10_20230330_023000.wav
21,24,White-crowned Sparrow,0.1211,   1 PAM10_20230330_023000.wav
27,30,White-crowned Sparrow,0.2219,   1 PAM10_20230330_023000.wav
39,42,White-crowned Sparrow,0.1134,   1 PAM10_20230330_023000.wav
6,9,White-crowned Sparrow,0.1623,   1 PAM10_20230330_023000.wav
27,30,White-crowned Sparrow,0.1831,   1 PAM10_20230330_024000.wav
36,39,Barred Owl,0.2201,   1 PAM10_20230330_024000.wav
42,45,White-crowned Sparrow,0.3886,   1 PAM10_20230330_024000.wav
54,57,Engine,0.2495,   1 PAM10_20230330_024000.wav
6,9,Engine,0.1221,   1 PAM10_20230330_024000.wav
12,15,Barred Owl,0.1001,   1 PAM10_20230330_025000.wav
3,6,White-crowned Sparrow,0.2484,   1 PAM10_20230330_025000.wav
30,33,Barred Owl,0.1669,   1 PAM10_20230330_025000.wav
51,54,Hermit Thrush,0.1068,   1 PAM10_20230330_025000.wav
12,15,White-crowned Sparrow,0.3426,   1 PAM10_20230330_030000.wav
18,21,Barred Owl,0.1286,   1 PAM10_20230330_030000.wav
27,30,White-crowned Sparrow,0.8834,   1 PAM10_20230330_030000.wav
33,36,Engine,0.1174,   1 PAM10_20230330_030000.wav
36,39,White-crowned Sparrow,0.1825,   1 PAM10_20230330_030000.wav
39,42,Engine,0.1087,   1 PAM10_20230330_030000.wav
42,45,White-crowned Sparrow,0.5438,   1 PAM10_20230330_030000.wav
45,48,White-crowned Sparrow,0.3452,   1 PAM10_20230330_030000.wav
6,9,Common Grasshopper-Warbler,0.1555,   1 PAM10_20230330_030000.wav
6,9,White-crowned Sparrow,0.1042,   1 PAM10_20230330_030000.wav
9,12,Engine,0.1684,   1 PAM10_20230330_030000.wav
15,18,Common Raven,0.1086,   1 PAM10_20230330_031000.wav
15,18,Dog,0.3045,   1 PAM10_20230330_031000.wav
18,21,White-crowned Sparrow,0.7184,   1 PAM10_20230330_031000.wav
21,24,White-crowned Sparrow,0.1183,   1 PAM10_20230330_031000.wav
24,27,White-crowned Sparrow,0.2453,   1 PAM10_20230330_031000.wav
3,6,Tree Pipit,0.3774,   1 PAM10_20230330_031000.wav
30,33,Eurasian Eagle-Owl,0.1204,   1 PAM10_20230330_031000.wav
36,39,White-crowned Sparrow,0.2177,   1 PAM10_20230330_031000.wav
54,57,White-crowned Sparrow,0.5182,   1 PAM10_20230330_031000.wav
57,60,White-crowned Sparrow,0.1677,   1 PAM10_20230330_031000.wav
12,15,Engine,0.1233,   1 PAM10_20230330_032000.wav
15,18,Common Grasshopper-Warbler,0.1241,   1 PAM10_20230330_032000.wav
21,24,Engine,0.2257,   1 PAM10_20230330_032000.wav
24,27,Engine,0.2162,   1 PAM10_20230330_032000.wav
27,30,Common Grasshopper-Warbler,0.1174,   1 PAM10_20230330_032000.wav
27,30,Engine,0.1342,   1 PAM10_20230330_032000.wav
45,48,Engine,0.1183,   1 PAM10_20230330_032000.wav
48,51,White-crowned Sparrow,0.2181,   1 PAM10_20230330_032000.wav
51,54,Engine,0.1249,   1 PAM10_20230330_032000.wav
6,9,Common Grasshopper-Warbler,0.4051,   1 PAM10_20230330_032000.wav
6,9,Indigo Bunting,0.1367,   1 PAM10_20230330_032000.wav
0,3,Spring Peeper,0.1703,   1 PAM10_20230330_033000.wav
12,15,Spring Peeper,0.7444,   1 PAM10_20230330_033000.wav
15,18,Spring Peeper,0.1252,   1 PAM10_20230330_033000.wav
21,24,Spring Peeper,0.3013,   1 PAM10_20230330_033000.wav
24,27,Spring Peeper,0.1318,   1 PAM10_20230330_033000.wav
3,6,Engine,0.1089,   1 PAM10_20230330_033000.wav
3,6,Spring Peeper,0.6525,   1 PAM10_20230330_033000.wav
33,36,Engine,0.1191,   1 PAM10_20230330_033000.wav
45,48,Spring Peeper,0.5035,   1 PAM10_20230330_033000.wav
48,51,Engine,0.1938,   1 PAM10_20230330_033000.wav
54,57,Engine,0.1091,   1 PAM10_20230330_033000.wav
6,9,Spring Peeper,0.7628,   1 PAM10_20230330_033000.wav
9,12,Spring Peeper,0.5258,   1 PAM10_20230330_033000.wav
18,21,Engine,0.1272,   1 PAM10_20230330_034000.wav
21,24,Engine,0.1142,   1 PAM10_20230330_034000.wav
24,27,Engine,0.1402,   1 PAM10_20230330_034000.wav
3,6,Common Grasshopper-Warbler,0.1112,   1 PAM10_20230330_034000.wav
36,39,Common Grasshopper-Warbler,0.1072,   1 PAM10_20230330_034000.wav
36,39,White-crowned Sparrow,0.1429,   1 PAM10_20230330_034000.wav
48,51,Spring Peeper,0.1854,   1 PAM10_20230330_034000.wav
9,12,Orange-crowned Warbler,0.2789,   1 PAM10_20230330_034000.wav
9,12,White-crowned Sparrow,0.2409,   1 PAM10_20230330_034000.wav
0,3,Barred Owl,0.105,   1 PAM10_20230330_035000.wav
12,15,White-crowned Sparrow,0.3766,   1 PAM10_20230330_035000.wav
15,18,Engine,0.1453,   1 PAM10_20230330_035000.wav
18,21,Engine,0.1523,   1 PAM10_20230330_035000.wav
21,24,White-crowned Sparrow,0.1305,   1 PAM10_20230330_035000.wav
30,33,White-crowned Sparrow,0.268,   1 PAM10_20230330_035000.wav
39,42,White-crowned Sparrow,0.1449,   1 PAM10_20230330_035000.wav
48,51,Common Grasshopper-Warbler,0.1857,   1 PAM10_20230330_035000.wav
6,9,White-crowned Sparrow,0.2449,   1 PAM10_20230330_035000.wav
15,18,White-crowned Sparrow,0.1892,   1 PAM10_20230330_040000.wav
27,30,White-crowned Sparrow,0.2139,   1 PAM10_20230330_040000.wav
36,39,Hermit Thrush,0.1272,   1 PAM10_20230330_040000.wav
42,45,White-crowned Sparrow,0.1948,   1 PAM10_20230330_040000.wav
48,51,White-crowned Sparrow,0.7441,   1 PAM10_20230330_040000.wav
51,54,White-crowned Sparrow,0.3501,   1 PAM10_20230330_040000.wav
0,3,White-crowned Sparrow,0.1144,   1 PAM10_20230330_041000.wav
27,30,Hermit Thrush,0.109,   1 PAM10_20230330_041000.wav
45,48,Hermit Thrush,0.1091,   1 PAM10_20230330_041000.wav
45,48,White-crowned Sparrow,0.1305,   1 PAM10_20230330_041000.wav
15,18,White-crowned Sparrow,0.1479,   1 PAM10_20230330_042000.wav
21,24,Engine,0.1376,   1 PAM10_20230330_042000.wav
3,6,European Robin,0.1298,   1 PAM10_20230330_042000.wav
30,33,Engine,0.7488,   1 PAM10_20230330_042000.wav
33,36,Engine,0.541,   1 PAM10_20230330_042000.wav
36,39,Engine,0.1682,   1 PAM10_20230330_042000.wav
36,39,Eurasian Eagle-Owl,0.1631,   1 PAM10_20230330_042000.wav
39,42,Engine,0.9347,   1 PAM10_20230330_042000.wav
42,45,Engine,0.3114,   1 PAM10_20230330_042000.wav
45,48,Engine,0.8567,   1 PAM10_20230330_042000.wav
48,51,Engine,0.8194,   1 PAM10_20230330_042000.wav
48,51,Human vocal,0.1031,   1 PAM10_20230330_042000.wav
51,54,Engine,0.6024,   1 PAM10_20230330_042000.wav
54,57,Engine,0.4969,   1 PAM10_20230330_042000.wav
57,60,Engine,0.4856,   1 PAM10_20230330_042000.wav
6,9,Engine,0.1633,   1 PAM10_20230330_042000.wav
9,12,White-crowned Sparrow,0.3222,   1 PAM10_20230330_042000.wav
12,15,Engine,0.1978,   1 PAM10_20230330_043000.wav
15,18,Engine,0.2536,   1 PAM10_20230330_043000.wav
24,27,Engine,0.2413,   1 PAM10_20230330_043000.wav
36,39,White-crowned Sparrow,0.3613,   1 PAM10_20230330_043000.wav
39,42,Engine,0.1129,   1 PAM10_20230330_043000.wav
54,57,Barred Owl,0.3761,   1 PAM10_20230330_043000.wav
9,12,Engine,0.1852,   1 PAM10_20230330_043000.wav
12,15,Engine,0.1749,   1 PAM10_20230330_044000.wav
15,18,Tree Pipit,0.1637,   1 PAM10_20230330_044000.wav
18,21,Engine,0.1799,   1 PAM10_20230330_044000.wav
24,27,White-crowned Sparrow,0.1959,   1 PAM10_20230330_044000.wav
3,6,Barred Owl,0.1235,   1 PAM10_20230330_044000.wav
39,42,White-crowned Sparrow,0.2451,   1 PAM10_20230330_044000.wav
45,48,White-crowned Sparrow,0.1721,   1 PAM10_20230330_044000.wav
0,3,White-crowned Sparrow,0.1546,   1 PAM10_20230330_045000.wav
12,15,Engine,0.1125,   1 PAM10_20230330_045000.wav
18,21,White-crowned Sparrow,0.185,   1 PAM10_20230330_045000.wav
24,27,Barred Owl,0.1937,   1 PAM10_20230330_045000.wav
27,30,Engine,0.2352,   1 PAM10_20230330_045000.wav
30,33,White-crowned Sparrow,0.4807,   1 PAM10_20230330_045000.wav
33,36,Engine,0.1244,   1 PAM10_20230330_045000.wav
33,36,European Robin,0.1219,   1 PAM10_20230330_045000.wav
36,39,Engine,0.1223,   1 PAM10_20230330_045000.wav
39,42,White-crowned Sparrow,0.2493,   1 PAM10_20230330_045000.wav
45,48,Barred Owl,0.2071,   1 PAM10_20230330_045000.wav
9,12,Common Grasshopper-Warbler,0.131,   1 PAM10_20230330_045000.wav
18,21,White-crowned Sparrow,0.165,   1 PAM10_20230330_050000.wav
21,24,Engine,0.102,   1 PAM10_20230330_050000.wav
3,6,White-crowned Sparrow,0.1697,   1 PAM10_20230330_050000.wav
30,33,American Pipit,0.1364,   1 PAM10_20230330_050000.wav
36,39,White-crowned Sparrow,0.2804,   1 PAM10_20230330_050000.wav
39,42,White-crowned Sparrow,0.4955,   1 PAM10_20230330_050000.wav
48,51,White-crowned Sparrow,0.1919,   1 PAM10_20230330_050000.wav
54,57,Engine,0.1185,   1 PAM10_20230330_050000.wav
6,9,White-crowned Sparrow,0.1907,   1 PAM10_20230330_050000.wav
0,3,Engine,0.1378,   1 PAM10_20230330_051000.wav
12,15,Engine,0.1304,   1 PAM10_20230330_051000.wav
18,21,Engine,0.2109,   1 PAM10_20230330_051000.wav
21,24,White-crowned Sparrow,0.1806,   1 PAM10_20230330_051000.wav
24,27,White-crowned Sparrow,0.1209,   1 PAM10_20230330_051000.wav
30,33,White-crowned Sparrow,0.1143,   1 PAM10_20230330_051000.wav
33,36,White-crowned Sparrow,0.4824,   1 PAM10_20230330_051000.wav
36,39,Engine,0.1002,   1 PAM10_20230330_051000.wav
45,48,Engine,0.137,   1 PAM10_20230330_051000.wav
